,message,ID
19:45:00,additional police have arrived to assist with building evacuations. #kronosstar #dancingdolphinfire,2496
19:45:40,rt @megaman police starting to move about - still can't see anyone in van - probably empty #tag,2534
19:45:46,rt @megaman more police here and ambulance.  good luck getting him out. #tag,2544
216,more cops have arrived someone just saw #shooting,2553
19:46:41,additional police units have responded to shooting scene #abila #centralbulletin,2580
19:46:41,abila police department is keeping people away from the scene of the shooting. #intnews,2581
218,cops are leaving without violence #peacerules #POK,2596
19:48:41,rt @internationalnews abila police department is keeping people away from the scene of the shooting. #intnews,2636
19:51:00,rt @abilapolicedepartment reporting a police event at ithakis and alexandrias. please avoid this area while we resolve the situation. #apd,2685
19:51:13,abila post says police officer is wounded not sure if i trust that #pok #copkiller,2689
19:55:00,praying for the hirt police #apd #abilaprays,2730
19:56:57,guy who was gonna run came back said police were outside,2757
19:57:57,rt @centralbulletin abila police swat team has arrived at scene of stand off #abila #centralbulletin,2781
19:58:13,i can hear the police yelling. sounds like the black van guys have captives.,2793
20:03:32,thanks for the new follows all!  im fairly safe here.  police are working crowd down the street #tag,2874
20:03:32,a police office has been injured at the ithakis incident but is reported in stable condition. #apd,2877
20:06:13,police evacuate surrounding businesses #abila #centralbulletin,2929
20:06:13,looking like a police thing is happening outside #gonnabelate,2930
20:07:09,police have requested that the public stay away from the hostage scene near alexandrias & ithakis. #kronosstar,2956
20:07:09,abila police office in stable condition after being wounded at the shooting. #abila #intnews,2957
20:07:13,rt @centralbulletin police evacuate surrounding businesses #abila #centralbulletin,2959
20:09:09,rt @kronosstar police have requested that the public stay away from the hostage scene near alexandrias & ithakis. #kronosstar,2991
20:10:00,police just knocked on my door about the car!,3005
20:10:29,police have someone talking to van guys  #tag,3036
20:11:21,step into my parlor said the police state to the fly,3066
20:11:21,negotiations begin between shooter and police #abila #centralbulletin,3070
20:12:21,rt @centralbulletin negotiations begin between shooter and police #abila #centralbulletin,3083
20:13:00,rt @hennyhenhendrix police just knocked on my door about the car!,3091
20:14:11,@ben police arent looking for me - they have their hands full #tag,3108
20:14:22,rt @megaman people trying to leave in their cars - police say no  #tag,3112
20:15:47,police evacuating area of businesses underway near police standoff #abila,3132
20:17:47,rt @newsonlinetoday police evacuating area of businesses underway near police standoff #abila,3152
20:30:15,crowd continues to grow despite police warnings #pok,3350
20:32:11,police moving people back - kid jujst got caught #tag,3377
20:33:11,rt @megaman police moving people back - kid jujst got caught #tag,3399
20:40:00,@ben theres a couple hundred at each end of the street no clue how many police here now #tag,3504
20:46:07,abila police swat still in stand off #abila #centralbulletin,3553
21:21:11,a man and woman have surrended to police two more people have left the van i think there hostages,3906
21:24:03,rt @centralbulletin fire at dancing dolphin under control fire & police still on scene #abila #centralbulletin,3961
21:24:11,rt @panopticon a man and woman have surrended to police two more people have left the van i think there hostages,3966
