datetime,message,ID
17:14:00,rt @internationalnews pok rally to start in abila city park. pok leader sylvia marek to open with a speech.?#intnews,160
17:14:01,rt @abilapost special guest dr. audrey mcconnel newman will be speaking along with lucio jakab and professor lorenzo di stefano viktor-e will be providing music #abilapost,161
17:14:47,to schedule victor-e for your event contact us at viktor-e.kronos,168
17:14:47,the asterian people's army supports the pok in their fight against tyranny and injustice #pok #apa,169
17:14:47,cant wait to hear viktor-e! #pokrally,170
17:14:47,i <3 sylvia! #pok,171
17:14:47,what legitimate speaker would ally themself with pok,172
17:14:47,subject stop,173
17:14:53,rt @pok also presenting are professor lorenzo di stefano (uofa) and lucio jakab (sow),178
17:14:53,rt @abilapost pok rally expected to draw in excess of 1000 people #abilapost,179
17:14:53,rt @abilapost pok rally expected to draw in excess of 1000 people #abilapost,180
17:14:59,rt @pok music povided by abila's hometown favorite viktor-e,181
17:15:01,rt @abilapost special guest dr. audrey mcconnel newman will be speaking along with lucio jakab and professor lorenzo di stefano viktor-e will be providing music #abilapost,182
17:15:01,rt @abilapost special guest dr. audrey mcconnel newman will be speaking along with lucio jakab and professor lorenzo di stefano viktor-e will be providing music #abilapost,183
17:15:01,"sylvia introduces lucio jakab, founder of save our wildlands",184
17:15:01,suspicious subject/circumstances-in progress,185
17:15:13,lucio loves an army of the mindless followers #poklove,186
17:15:13,prof di stefano should lose his job #pok #terrorsympathizer,187
17:15:13,traffic stop,188
17:15:53,rt @abilapost pok rally expected to draw in excess of 1000 people #abilapost,192
17:15:53,rt @abilapost pok rally expected to draw in excess of 1000 people #abilapost,193
17:15:53,rt @abilapost pok rally expected to draw in excess of 1000 people #abilapost,194
17:15:53,"rt @choconibbs ""dr death and lucio anarchy"""" #poklove""""",195
17:16:00,they've been ripping up our building for weeks now - when will it stop?  #nopeace,200
17:16:00,sow's lucio jakab now taking the podium,201
17:16:00,maha salo interviews pok?s sylvia marek: homelandillumination.kronos/marekinterview,202
17:16:00,bert hanns: we are so very happy to be a part of this day of peace and love at abila city park.,204
17:16:00,good turnout tonight.?there must be 2000 people here!,206
17:16:00,sylvia rocks! you go girl #pokrally,207
17:16:00,viktor-e? more like loser-e. can't decide if he's a has-been or a never-was. #nobodycares,208
17:16:00,incomplete call for police,209
17:16:01,rt @abilapost special guest dr. audrey mcconnel newman will be speaking along with lucio jakab and professor lorenzo di stefano viktor-e will be providing music #abilapost,210
17:16:01,rt @abilapost special guest dr. audrey mcconnel newman will be speaking along with lucio jakab and professor lorenzo di stefano viktor-e will be providing music #abilapost,211
17:16:52,what's the diff between would of and would've? #pok #rally #grammar,215
17:17:01,rt @abilapost special guest dr. audrey mcconnel newman will be speaking along with lucio jakab and professor lorenzo di stefano viktor-e will be providing music #abilapost,216
17:17:01,rt @abilapost special guest dr. audrey mcconnel newman will be speaking along with lucio jakab and professor lorenzo di stefano viktor-e will be providing music #abilapost,217
17:17:01,rt @abilapost special guest dr. audrey mcconnel newman will be speaking along with lucio jakab and professor lorenzo di stefano viktor-e will be providing music #abilapost,218
17:17:01,"rt @choconibbs pok trying to give an aura of cred - while kidnapping, extorting",219
17:17:01,rt @officia1abilapost missing #gastech employees found safe - on exotic vacation. smush.com.kronos/154xu5xi,220
17:17:25,business check,224
17:18:00,rt @truccotrucco sylvia rocks! you go girl #pokrally,228
17:18:00,lucio quotes albert einstein to look into nature and you will understand everything better,229
17:18:00,lucio jakab says to look to nature to understand everything,230
17:18:00,"""look to crime and anarchy for fulfillment"""" #lucio #pokrally""""",231
17:18:00,lots of cops hopefully they dont do anything stupid #pokrallyinthepark #pokpeace,232
17:18:00,gotta be 3000 people here! #pok is strong,233
17:18:00,what do we want? all the lame chanters out of the park. when do we want it? now,234
17:18:00,vehicle accident-report,235
17:18:33,the cops look scared cuz they know they serve corrupt masters #pok,242
17:18:33,stupd cops i have lost faith in #apd just arrest all these terrorists and figure it out later,243
17:18:33,people r mean #trylove,244
17:18:33,check on hazard,245
17:18:44,@art  they're kidnappers and probably murders #fact #pokrally,246
17:18:47,rt @friendsofkronos what legitimate speaker would ally themself with pok,247
17:19:00,rt @viktor-e bert hanns: we are so very happy to be a part of this day of peace and love at abila city park.,248
17:19:00,we're  planning a mtg in the park to raise awareness of homelessness #park #homelessawareness,249
17:19:00,"the crowd is esitmated to be over 900 people, and there's still people arriving!",250
17:19:00,now speaking is lucio jakab of save our wildlands - starting out by quoting albert einstein,251
17:19:00,lucio jakab of save our wetlands speaking now at pok rally #abilapost,253
17:19:00,note to apd: save time and arrest them all now! #pokrally,254
17:19:00,disturbance-noise,255
17:20:00,rt @mindofkronos what do we want? all the lame chanters out of the park. when do we want it? now,261
17:20:00,cops are everywhere tonite i hop etheres no trouble,263
17:20:00,greedy corporations are ruining kronos and poisoning the people. fight back! #pok,264
17:20:33,rt @ourcountryourrights the cops look scared cuz they know they serve corrupt masters #pok,271
17:21:00,rt @truccotrucco gotta be 3000 people here! #pok is strong,274
17:21:00,jakab: we have a symbiotic relationship with the earth,275
17:21:00,lots of cops but they cant stop us #pok,276
17:21:00,lucio jakab & save our wetlands terrorist sympathesizers #pok,277
17:21:00,you people need to sit down ur blocking my view of the band!!!!!!!,278
17:21:00,incomplete call for police,279
17:21:33,rt @hemprules people r mean #trylove,281
17:22:00,rt @pok lucio quotes albert einstein to look into nature and you will understand everything better,284
17:22:00,rt @anaregents cops are everywhere tonite i hop etheres no trouble,285
17:22:00,rt @truccotrucco lots of cops but they cant stop us #pok,286
17:22:00,jakab is getting cheers from the audience for his inspiring remarks,287
17:22:00,"lucio """"our survival is directly linked to the survivial of all species""""""""",288
17:22:00,send photos of the speakers @apd for their top ten wanted poster #pokrally,289
17:22:00,vehicle accident-report,290
17:22:47,lucio jakab tells it like it is #pok #sow,296
17:22:47,traffic stop,297
17:22:50,my hand hurts i think i have carpet tunnel #pok #rally #grammar,301
17:22:51,alarm-secure no crime,302
17:23:00,rt @maha_homeland now speaking is lucio jakab of save our wildlands - starting out by quoting albert einstein,303
17:23:22,hey jacob - hows the quality of life of the pok hostages? #pokrally,306
17:23:22,"lucio jakab says """"our survival and quality of life is directly tied to the survival of all species""""""""",307
17:23:22,blah blah blah. pok trying to put everyone to sleep?,308
17:23:22,subject stop,309
17:24:00,jakab: our survival and quality of life is tied to survivial of species,313
17:24:00,lucio jakab visits viktor-e in the studio.  watch him try to play the keyboard at viktor-e.kronos/ourfans,314
17:24:00,pok rally is peaceful so far but tense with a strong police presence #pokrally #abilapost,315
17:24:00,we have to hold our officials accountable for their corruption #pok,316
17:24:00,awesome to see all the people supporting environment corporate & govt responsibilty community activism! #pokrally,317
17:24:00,i thought there was supposed to be a taco truck here,318
17:24:31,pok rally is peaceful but tense with strong police presence #abila #centralbulletin,323
17:24:31,"where is the sign saying """"we snatched them!"""" #pokrally""""",324
17:24:31,abila post says pok rally peaceful tell that to the people they kidnapped #pok #terror,325
17:25:00,rt @abilapost pok rally is peaceful so far but tense with a strong police presence #pokrally #abilapost,330
17:25:00,rt @abilapost pok rally is peaceful so far but tense with a strong police presence #pokrally #abilapost,331
17:25:00,rt @ourcountryourrights we have to hold our officials accountable for their corruption #pok,332
17:25:00,rt @reggiewassali awesome to see all the people supporting environment corporate & govt responsibilty community activism! #pokrally,333
17:25:00,how many millions you want from their families? #poklove,334
17:25:00,president kapelou is a stooge for greeddy tethan corperations #pok,335
17:25:01,thats bad i have carpool tunnel #pok #rally #grammar,338
17:25:09,@tomatoma yeah? who else you think did it?,340
17:25:31,rt @centralbulletin pok rally is peaceful but tense with strong police presence #abila #centralbulletin,345
17:25:31,rt @centralbulletin pok rally is peaceful but tense with strong police presence #abila #centralbulletin,346
17:25:34,@pokpokpok anarchist!,347
17:25:34,probably 2000 people! #pokrally,348
17:25:45,bringing the message of activism and sustainability to kronosians: viktor-e.kronos,350
17:25:45,waiting for the next criminal to appear #pokrally,351
17:25:45,so many people here this is awesome! pok is peace! #pokrallyinthepark,352
17:25:45,misdemeanor assault-in progress,353
17:25:47,rt @truccotrucco lucio jakab tells it like it is #pok #sow,354
17:25:51,@tomatoma kidnapping is a crime #fact #pokrally,355
17:25:51,viktor-e will be playing our party next tuesday - hear him now! #pokrally,356
17:25:51,traffic stop,357
17:25:51,my hand hurts i think i have carpet tunnel #pok #rally #grammar,358
17:26:00,rt @abilapost pok rally is peaceful so far but tense with a strong police presence #pokrally #abilapost,359
17:26:00,rt @abilapost pok rally is peaceful so far but tense with a strong police presence #pokrally #abilapost,360
17:26:00,rt @abilapost pok rally is peaceful so far but tense with a strong police presence #pokrally #abilapost,361
17:26:00,rt @abilapost pok rally is peaceful so far but tense with a strong police presence #pokrally #abilapost,362
17:26:37,jakab: wildlands are our legacy for our children,365
17:26:37,jakab: nature is the legacy we leave to our children,366
17:26:37,jakab says the wildlands are a legacy for our children,367
17:26:37,estimates of the pok rally places attendance at roughly 1200 people #abilapost,368
17:26:37,look at the jewlry on viktor-tree!  he doesn't get a cut of the ransom #pokrally,369
17:26:37,lucio jakab! wildlands are our legacy! #elodis #tiskele #pok,370
17:26:42,estimates of pok rally has attendance at 1200 people #abila #centralbulletin,371
17:26:42,@tomatoma don't believe me - research it yourself idiot,372
17:26:42,incomplete call for police,373
17:26:51,rt @choconibbs @tomatoma kidnapping is a crime #fact #pokrally,375
17:26:51,rt @stuffnstuff viktor-e will be playing our party next tuesday - hear him now! #pokrally,376
17:26:58,"jakab:  if you do one thing today, make a difference",377
17:26:58,inspirational talk from lucio jakab:  make a difference today,378
17:26:58,1200 terrorists in abila city park and the police does nothing #pok #terrorists,379
17:26:58,suspicious subject/circumstances-in progress,380
17:27:00,"next up: local musicians bert hanns, erik gastov, ellen lomax, lero robeson of viktor-e",381
17:27:00,get ready for some awesome music! local band viktor-e plays music for the cause!,382
17:27:00,lucio ends with a plea for each of us to make a difference each day,383
17:27:00,"a beautiful message from lucio jakab - if you do one thing today, make a difference",384
17:27:00,viktor-tree - a heart of gold (extorted from other victims) #pokrally,385
17:27:00,the capitalists don't care about the poeple of kronos #pok,386
17:27:00,subject stop,387
17:27:31,rt @centralbulletin pok rally is peaceful but tense with strong police presence #abila #centralbulletin,392
17:27:31,rt @centralbulletin pok rally is peaceful but tense with strong police presence #abila #centralbulletin,393
17:27:31,rt @centralbulletin pok rally is peaceful but tense with strong police presence #abila #centralbulletin,394
17:27:31,"the song """"river soldiers"""" is dedicated to the people from elodis""""",395
17:27:31,i take that back - a heart of sap -- this song stinks #pokrally,396
17:27:31,barf. people of elodis... can't think of a more syruppy song i've ever heard #gowawy,397
17:27:37,rt @saveourwildlands jakab says the wildlands are a legacy for our children,398
17:27:37,fyi this website badprofiles.kronos/tacky is spreading nasty blogs around #gettingfired,401
17:27:42,rt @centralbulletin estimates of pok rally has attendance at 1200 people #abila #centralbulletin,403
17:27:42,rt @centralbulletin estimates of pok rally has attendance at 1200 people #abila #centralbulletin,404
17:27:45,disturbance-noise,405
17:27:58,rt @maha_homeland inspirational talk from lucio jakab:  make a difference today,406
17:28:00,rt @pok jakab: our survival and quality of life is tied to survivial of species,411
17:28:00,rt @abilapost pok rally is peaceful so far but tense with a strong police presence #pokrally #abilapost,412
17:28:00,rt @abilapost pok rally is peaceful so far but tense with a strong police presence #pokrally #abilapost,413
17:28:00,rt @footfingers president kapelou is a stooge for greeddy tethan corperations #pok?,414
17:28:02,sylvia marak thanks lucio jakab for sharing his passion for our kronos wildlands,415
17:28:02,my dog is howling better than viktortree at #pokrally,416
17:28:02,viktor-e playing river soldiers.?#pok,417
17:28:02,crowd control-street closure,418
17:28:08,shoot me now... the police should arrest them for crimes against humanity #pokrally,419
17:28:08,what is abila police doing? waiting for the pok terrorists to kidnap murder more people? #pok #terror,420
17:28:21,almost enough police here now to take them all #pokrally,421
17:28:42,rt @centralbulletin estimates of pok rally has attendance at 1200 people #abila #centralbulletin,426
17:28:42,rt @centralbulletin estimates of pok rally has attendance at 1200 people #abila #centralbulletin,427
17:28:42,rt @centralbulletin estimates of pok rally has attendance at 1200 people #abila #centralbulletin,428
17:28:42,rt @centralbulletin estimates of pok rally has attendance at 1200 people #abila #centralbulletin,429
17:28:50,sorry flits- i can't handle any more of this #pokrally,430
17:28:58,rt @friendsofkronos 1200 terrorists in abila city park and the police does nothing #pok #terrorists,434
17:29:00,gotta walk by here later maybe i'll catch the police roundup then!  #apd #pokrally #terrorists,435
17:29:00,suspicious subject/circumstances-in progress,436
17:29:02,rt @choconibbs my dog is howling better than viktortree at #pokrally,437
17:30:00,erik's guitar is a 1965 12-string nashville-tuned custom rinaldo maple with a rosewood fingerboard,444
17:30:00,#apd has closed parla st from egeou st north to alm st. #kronosstar,445
17:30:00,#apd has closed parla st from egeou st north to alm st due to size of pok rally #abilapost,446
17:30:45,police have closed streets surrounding pok rally in abila #abila #centralbulletin,448
17:31:00,rt @abilapost #apd has closed parla st from egeou st north to alm st due to size of pok rally #abilapost,452
17:31:04,bert hanns grew up on a small farm near the notios mountain range,453
17:31:04,viktor-e is taking the stage!?should be a good show,454
17:31:04,#apd has closed surrounding streets of pok rally is it crackdown time? hope so,455
17:31:48,anyone know the name of the shoe repair on egeou st ?,462
17:31:48,"and there he is in all his """"glory"""". mr. no talent himself.""""",463
17:32:00,rt @abilapost #apd has closed parla st from egeou st north to alm st due to size of pok rally #abilapost,464
17:32:00,"musician bert hanns of viktor-e introduces tha band and talks about their song """"river soldiers""""""""",465
17:32:00,then why did you book victor? #pokrally,467
17:32:00,alarm-secure no crime,468
17:32:04,rt @friendsofkronos #apd has closed surrounding streets of pok rally is it crackdown time? hope so,469
17:32:55,erik gastov and lero robeson went to the same abila secondary school - but didn't meet until after they'd graduated!,473
17:32:55,river soldiers - who says we have to stand by and watch as they pollute our country? #pok,474
17:32:55,boycott viktor-e! boycott viktor-e! terrorist supporters are terrorists #pok,475
17:32:55,"elian discovered alive, living in tethys. smad.co.kronos/xx3942",476
17:33:00,rt @abilapost #apd has closed parla st from egeou st north to alm st due to size of pok rally #abilapost,477
17:33:00,viktor-e's song 'river soldiers' was inspired by the work pok did for the town of elodis,478
17:33:00,#rememberjuliana #rememberelian #vivasylvia,479
17:33:45,rt @centralbulletin police have closed streets surrounding pok rally in abila #abila #centralbulletin,484
17:33:45,rt @centralbulletin police have closed streets surrounding pok rally in abila #abila #centralbulletin,485
17:34:00,the audience is cheering at the refrain of river soldiers,486
17:34:00,viktor-e playing 'river soldiers' - such a bittersweet haunting song,487
17:34:00,viktor-e is playing a song river soldiers #pokrally #abilapost,489
17:34:00,"viktor-e is playing """"river soldiers"""" it tugs at the heart strings #rememberjuliana #rememberelian #pok""""",490
17:34:00,river soldiers #remember juliana #justiceforelian,491
17:34:00,vehicle accident-report,492
17:34:04,rt @viktor-e bert hanns grew up on a small farm near the notios mountain range,493
17:34:08,best seizure salad evvah #pok #rally #grammar,496
17:34:45,rt @centralbulletin police have closed streets surrounding pok rally in abila #abila #centralbulletin,500
17:34:45,rt @centralbulletin police have closed streets surrounding pok rally in abila #abila #centralbulletin,501
17:35:01,traffic stop,502
17:35:38,"lero robeson plays many stringed instruments, including the lute, the laouto, the torban, the yehu and the rubab.",509
17:35:38,figured it out: pok are hippy terrorists,510
17:36:00,rt @maha_homeland viktor-e playing 'river soldiers' - such a bittersweet haunting song,513
17:36:11,song river soldiers: we should make war not on each other but on pollution and hate,514
17:36:11,park check,516
17:36:42,"when in doubt, punt!  #kronosstar #pokrally",522
17:36:55,"rt @officia1abilapost elian discovered alive, living in tethys. smad.co.kronos/xx3942",523
17:37:38,rt @friendsofkronos figured it out: pok are hippy terrorists,530
17:38:02,viktor-e covers th joni mitchell classis big yellow taxi,532
17:38:02,great new song from viktor-e! river soldiers is so powerful #pokrallyinthepark #viktor-e,533
17:38:02,business check,534
17:38:14,everyone here at the pok rally is getting in the mood with music!,535
17:38:14,river soldiers new favorite! #viktor-e #pokrally,536
17:38:14,incomplete call for police,537
17:38:24,the rally has peaked my interest! #pok #rally #grammar,540
17:39:00,traffic stop,544
17:40:00,booking abila city park for the human trafficking rally in march #savepeople,551
17:40:56,bert invites everyone to sing along with their next song,558
17:40:56,subject stop,559
17:41:00,disturbance-noise,560
17:41:02,rt @truthforcadau great new song from viktor-e! river soldiers is so powerful #pokrallyinthepark #viktor-e,561
17:42:00,"viktor-e sings ""big yellow taxi"" by joni mitchell, one of the greatest songwriters of our time",564
17:42:00,viktor-e is playing joni mitchell's big yellow taxi. great song,565
17:42:00,corrupt tethan corporations pollute your land and kill your children #pok,566
17:42:00,abila police corruption scandal - the #pok connection.  smad.co.kronos/1s923k9,567
17:42:00,vehicle accident-report,568
17:42:14,rt @reggiewassali river soldiers new favorite! #viktor-e #pokrally,569
17:42:31,everyone here at the pok rally in the park is singing along with viktor-e to mitchell's big yellow taxi,572
17:42:31,crowd is wild over music from viktor-e,573
17:42:31,pok teror destroys joni mitchell song - never think of it the same,574
17:42:31,traffic stop,575
17:43:00,rt @junk99902 booking abila city park for the human trafficking rally in march #savepeople,580
17:43:09,bert credits joni mitchell with inspiring him to show his community activism through music.,584
17:43:09,why do they hate us for wanting clean water? their hate is irrational,585
17:43:09,misdemeanor assault-in progress,586
17:43:56,rt @pok bert invites everyone to sing along with their next song,588
17:44:00,rt @officia1abilapost abila police corruption scandal - the #pok connection.  smad.co.kronos/1s923k9,589
17:44:00,what an enthusiastic response from the crowd to viktor-e!,590
17:44:00,"people of kronos, rise up and take your country back! #pok",591
17:44:00,suspicious subject/circumstances-in progress,592
17:44:09,rt @viktor-e bert credits joni mitchell with inspiring him to show his community activism through music.,595
17:44:30,a lot of passionate singing at abila city park today - all for a great cause,599
17:45:00,rt @footfingers corrupt tethan corporations pollute your land and kill your children #pok,602
17:45:00,viktor-e is bringing their special blend of inspiration and music to the pok rally in the park!,603
17:45:43,my hand hurts i think i have carpet tunnel #pok #rally #grammar,607
17:46:11,"there's still time to join the band at the abila city park, viktor-e will be playing after the pok presentations are done!",608
17:46:11,alarm-secure no crime,609
17:46:14,fyi this website badprofiles.kronos/tacky is spreading nasty blogs around #gettingfired,611
17:46:31,rt @pok everyone here at the pok rally in the park is singing along with viktor-e to mitchell's big yellow taxi,612
17:48:00,rt @maha_homeland viktor-e is bringing their special blend of inspiration and music to the pok rally in the park!,621
17:48:00,professor lorenzo di stefano teaches environmental science at abila u,622
17:48:00,classic cover of a classic song big yellow taxi is one of the best! #viktor-e #pokrallyinthepark,623
17:48:13,sylvia thanks viktor-e for joining the pok rally today and looks forward to more music later today,624
17:49:00,next up is professor lorenzo di stefano of univ of abila to talk about corporate social responsibility,630
17:49:00,viktor-e should collaborate with joni mitchell #wishfulthinking,631
17:49:00,vehicle accident-report,632
17:49:27,prof di stefano is a distinguised member of the uofa faculty,637
17:49:27,viktor-e wants to thank all the fans who have turned out for a great rally today.,638
17:49:53,sylvia marek welcomes lorenzo di stefano to the podium,642
17:50:00,rt @truthforcadau viktor-e should collaborate with joni mitchell #wishfulthinking,643
17:50:00,scientists warn of ?devastation beyond belief?: sow.kronos/climatechange/distafano_interview,644
17:50:00,traffic stop,645
17:50:27,rt @viktor-e viktor-e wants to thank all the fans who have turned out for a great rally today.,650
17:51:00,rt @saveourwildlands scientists warn of ?devastation beyond belief?: sow.kronos/climatechange/distafano_interview,657
17:51:19,don't be disinterested in the movie! #pok #rally #grammar,658
17:51:23,prof de stefano teaches environmental science at the university of abila,661
17:51:23,subject stop,662
17:52:32,prof di stefano is talking about the interdependence of corporate success and social well being,668
17:52:32,business check,669
17:53:48,the people and the businesses of kronos should be partners with the lawmakers,674
17:53:48,how climate change affects kronos: sow.kronos/climatechange,675
17:53:48,environmental science professor lorenzo di stefano of u. of abila is addressing the raly #pokrally #abilapost,676
17:53:48,professor di stefano is talking about how corporations have a responsibilty to poeple and the earth. #pokrally,677
17:53:48,preety sure ive heard this speech before from prof distefano,678
17:53:59,prof di stefano is telling us we have a right to demand good corporate citizenship from businesses in kronos,680
17:53:59,professor di stefano knows they're killing us slowly with their corruption and corporate greed #pok,681
17:53:59,prof distefano should be stripped of his degrees and deported #pok #terror,682
17:53:59,incomplete call for police,683
17:54:59,rt @ourcountryourrights professor di stefano knows they're killing us slowly with their corruption and corporate greed #pok,689
17:55:00,"professor distefano """"we need to demand good corporations sustainability & responsibility"""" #pokrally""""",692
17:55:23,rt @maha_homeland prof de stefano teaches environmental science at the university of abila,693
17:55:28,the rally has peaked my interest! #pok #rally #grammar,694
17:55:28,best seizure salad evvah #pok #rally #grammar,695
17:56:48,rt @abilapost environmental science professor lorenzo di stefano of u. of abila is addressing the raly #pokrally #abilapost,706
17:57:47,kronos citizens and kronos businesses are mutually interdependence,714
17:57:47,see viktor-e perform live at viktor-e.kronos/musicvideos,715
17:57:48,rt @abilapost environmental science professor lorenzo di stefano of u. of abila is addressing the raly #pokrally #abilapost,718
17:58:49,my hand hurts i think i have carpet tunnel #pok #rally #grammar,728
18:02:05,di stefano: long term profits are about more than just money,749
18:02:05,thousands of cormorants may be exposed to chemicals according to a new study: sow.kronos/distafano_s30127.pdf,750
18:02:05,demand accountability in government #pok,751
18:02:05,what we need to demand proffessor is that people like you stop aiding terrorists #pok,752
